------------------------------------------------------------------------

_Search parameters_:
Nucleus:39K

------------------------------------------------------------------------

A  	Element	A  	N  	Energy    	Unc     	JPi               	T1/2 (txt)               
39 	K      	19 	20 	7958.3    	0.9     	(1/2,3/2,5/2+)    	                         	5435      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	2476      	        	6.0       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	5165      	        	54        	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	1432      	        	3.3       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	3852      	        	3.3       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	2969      	        	5.4       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	2378      	        	3.5       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	4959      	        	12        	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	3302      	        	7.9       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	2967      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	7978      	3       	100       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	2334      	        	3.1       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	4095      	        	4.0       	        	          	        	          	          	        
39 	K      	19 	20 	7979.1    	0.7     	(3/2-,5/2)        	                         	3241      	        	2.7       	        	          	        	          	          	        
39 	K      	19 	20 	7982.1    	1.1     	                  	                         	5167      	        	60        	30      	          	        	          	          	        
39 	K      	19 	20 	7982.1    	1.1     	                  	                         	7981      	        	100       	20      	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	2044      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	1572      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	4100      	        	30        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	2720      	        	60        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	1737      	        	70        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	7983      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	1453      	        	60        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	3469      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	2383      	        	70        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	1652      	        	70        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	4964      	        	20        	        	          	        	          	          	        
39 	K      	19 	20 	7983.9    	0.9     	(3/2,5/2)         	                         	2810      	        	20        	        	          	        	          	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	3479      	        	16        	        	          	        	          	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	7992      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	4109      	        	41        	        	D+Q       	+0.17   	0.02      	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	5469      	        	23        	        	          	        	          	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	3866      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7992.8    	1       	3/2(-)            	                         	4973      	        	100       	        	D+Q       	        	          	          	        
39 	K      	19 	20 	8008.9    	0.8     	(15/2-)           	                         	4066.1    	1       	100       	4       	(Q)       	        	          	          	        
39 	K      	19 	20 	8008.9    	0.8     	(15/2-)           	                         	2655.0    	        	          	        	          	        	          	          	        
39 	K      	19 	20 	8008.9    	0.8     	(15/2-)           	                         	2004      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	8018.6    	1.2     	                  	                         	1545      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	8028.4    	0.2     	19/2-             	13.9 PS 1                	252.06    	0.08    	12.4      	1.1     	E1        	        	          	          	        
39 	K      	19 	20 	8028.4    	0.2     	19/2-             	13.9 PS 1                	886.58    	0.11    	100.0     	1.1     	E2        	        	          	          	        
39 	K      	19 	20 	8031.5    	0.9     	(1/2,3/2,5/2)     	                         	3517      	        	43        	        	          	        	          	          	        
39 	K      	19 	20 	8031.5    	0.9     	(1/2,3/2,5/2)     	                         	8030      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8031.5    	0.9     	(1/2,3/2,5/2)     	                         	1700      	        	7         	        	          	        	          	          	        
39 	K      	19 	20 	8031.5    	0.9     	(1/2,3/2,5/2)     	                         	5011      	        	15        	        	          	        	          	          	        
39 	K      	19 	20 	8034.4    	1.1     	(1/2,3/2,5/2)     	                         	1702      	        	2         	        	          	        	          	          	        
39 	K      	19 	20 	8034.4    	1.1     	(1/2,3/2,5/2)     	                         	8033      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8034.4    	1.1     	(1/2,3/2,5/2)     	                         	5014      	        	3         	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	5224      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	3955      	        	15.4      	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	5019      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	3525      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	8038      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	4155      	        	6.8       	        	          	        	          	          	        
39 	K      	19 	20 	8039.0    	0.9     	(3/2-,5/2)        	                         	2438      	        	4.0       	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	5060      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	910       	        	9         	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	8079      	        	34        	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	4196      	        	57        	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	5557      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	8080.1    	1.3     	(3/2,5/2+)        	                         	2252      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	8081.9    	1.3     	(1/2-,3/2,5/2+)   	                         	4198      	        	12        	        	          	        	          	          	        
39 	K      	19 	20 	8081.9    	1.3     	(1/2-,3/2,5/2+)   	                         	5559      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8081.9    	1.3     	(1/2-,3/2,5/2+)   	                         	5062      	        	44        	        	          	        	          	          	        
39 	K      	19 	20 	8081.9    	1.3     	(1/2-,3/2,5/2+)   	                         	8081      	        	46        	        	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2493      	        	10.4      	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3619      	        	5.9       	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	5570      	        	27        	5       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2001      	        	7.7       	1.8     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3085      	        	27        	9       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	4210      	        	27        	5       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2774      	        	4.5       	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3998      	        	10.0      	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2292      	        	16        	3       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3579      	        	10.0      	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	5280      	        	17        	4       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	1548      	        	14        	5       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3083      	        	27        	9       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	4154      	        	55        	5       	D(+Q)     	+0.07   	0.04      	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2591      	        	10.9      	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3967      	        	6.8       	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	8093      	        	100       	9       	D+Q       	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2203      	        	36        	14      	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	3355      	        	7.7       	2.3     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	5074      	        	12        	3       	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	2828      	        	4.0       	1.8     	          	        	          	          	        
39 	K      	19 	20 	8093.8    	0.9     	3/2-              	                         	4010      	        	9.5       	1.4     	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	3423      	        	10.0      	1.8     	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	2746      	        	18        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	4502      	        	21        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	1908      	        	4         	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	3586      	        	9.6       	2.1     	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	3361      	        	19        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	2454      	        	4         	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	4155      	        	14        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	3580      	        	54        	4       	D+Q       	-0.18   	0.05      	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	2935      	        	32        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	5285      	        	50        	4       	D(+Q)     	+0.01   	0.01      	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	2310      	        	29        	4       	          	        	          	          	        
39 	K      	19 	20 	8099.7    	1.1     	9/2(+)            	                         	3973      	        	100       	7       	D+Q       	+0.05   	0.02      	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	2934      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	5088      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	4024      	        	15        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	2168      	        	37        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	8107      	        	22        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	4224      	        	52        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	3177      	        	30        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	5584      	        	63        	        	          	        	          	          	        
39 	K      	19 	20 	8108.3    	0.9     	(3/2,5/2+)        	                         	4169      	        	41        	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	2179      	        	0.7       	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	8117      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	5099      	        	19        	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	3442      	        	6.2       	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	5595      	        	10        	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	4235      	        	15        	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	2405      	        	2.6       	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	5304      	        	76        	        	          	        	          	          	        
39 	K      	19 	20 	8118.5    	0.9     	(3/2-,5/2+)       	                         	3604      	        	7.0       	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	4055      	        	27        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	3208      	        	45        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	2873      	        	27        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	5119      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	3624      	        	55        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	3129      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	2199      	        	23        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	4200      	        	86        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	3400      	        	36        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	3127      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	8138.1    	1.1     	(3/2-,5/2)        	                         	8138      	        	27        	        	          	        	          	          	        
39 	K      	19 	20 	8198.8    	1.1     	(3/2-,5/2,7/2+)   	                         	5384      	        	11        	3       	          	        	          	          	        
39 	K      	19 	20 	8198.8    	1.1     	(3/2-,5/2,7/2+)   	                         	4259      	        	15        	3       	          	        	          	          	        
39 	K      	19 	20 	8198.8    	1.1     	(3/2-,5/2,7/2+)   	                         	8198      	        	100       	4       	          	        	          	          	        
39 	K      	19 	20 	8253.4    	0.9     	(1/2:7/2+)        	                         	8253      	2       	100       	        	          	        	          	          	        
39 	K      	19 	20 	8262.9    	1.1     	(1/2:7/2+)        	                         	8262      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8280.3    	1.1     	(1/2:7/2+)        	                         	8279      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	5286      	        	64        	9       	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	4210      	        	9         	3       	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	8304      	        	100       	9       	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	4422      	        	21        	6       	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	5491      	        	61        	9       	          	        	          	          	        
39 	K      	19 	20 	8305.5    	1.1     	(3/2-,5/2+)       	                         	4366      	        	49        	6       	          	        	          	          	        
39 	K      	19 	20 	8369.9    	0.7     	(1/2:7/2+)        	35 FS 17                 	1895.1    	0.4     	100       	        	          	        	          	          	        
39 	K      	19 	20 	8390      	2       	(1/2:7/2+)        	                         	8390      	2       	          	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	8530      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	4647      	        	58        	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	2930      	        	27        	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	5717      	        	52        	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	4447      	        	15        	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	5511      	        	33        	        	          	        	          	          	        
39 	K      	19 	20 	8531.3    	1.3     	(3/2-,5/2)        	                         	3792      	        	18        	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	4700      	        	4.9       	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	3318      	        	4.6       	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	8583      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	4457      	        	4.1       	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	2983      	        	5.9       	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	5769      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	8584.5    	1.4     	(3/2-,5/2,7/2+)   	                         	4069      	        	3.4       	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	2685      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	8625      	        	41        	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	4111      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	4742      	        	22        	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	3887      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	8625.7    	1.6     	(3/2,5/2,7/2+)    	                         	4687      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	3027      	        	39        	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	8627      	        	22        	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	4747      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	3951      	        	7.4       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	2983      	        	3.5       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	5813      	        	26        	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	4689      	        	13        	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	3125      	        	4.2       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	2534      	        	7.7       	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	5608      	        	97        	        	          	        	          	          	        
39 	K      	19 	20 	8627.7    	1.6     	(3/2-,5/2)        	                         	4544      	        	4.8       	        	          	        	          	          	        
39 	K      	19 	20 	8681.4    	0.8     	(15/2+)           	                         	2207.6    	0.6     	100       	4       	          	        	          	          	        
39 	K      	19 	20 	8681.4    	0.8     	(15/2+)           	                         	1113.0    	        	          	        	          	        	          	          	        
39 	K      	19 	20 	9271.1    	0.8     	(19/2-)           	                         	2130.4    	0.5     	100       	        	Q         	        	          	          	        
39 	K      	19 	20 	9363.8    	0.7     	(17/2+)           	                         	2891.2    	0.7     	100       	3       	D+Q       	        	          	          	        
39 	K      	19 	20 	9363.8    	0.7     	(17/2+)           	                         	682.3     	0.2     	25.0      	1.7     	D+Q       	        	          	          	        
39 	K      	19 	20 	9909.6    	0.9     	(21/2+)           	1.4 PS LT                	2131.6    	1.4     	67        	17      	          	        	          	          	        
39 	K      	19 	20 	9909.6    	0.9     	(21/2+)           	1.4 PS LT                	1881.0    	0.5     	100       	17      	D+Q       	        	          	          	        
39 	K      	19 	20 	10264.4   	0.9     	(19/2-)           	                         	2255.5    	0.6     	100       	3       	Q         	        	          	          	        
39 	K      	19 	20 	10264.4   	0.9     	(19/2-)           	                         	3123.5    	0.8     	67.7      	1.6     	Q         	        	          	          	        
39 	K      	19 	20 	10278.5   	0.9     	(19/2)            	                         	914       	        	          	        	D+Q       	        	          	          	        
39 	K      	19 	20 	10278.5   	0.9     	(19/2)            	                         	2710      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	10278.5   	0.9     	(19/2)            	                         	2503      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	10303.6   	0.8     	(19/2+)           	                         	939.8     	0.2     	10.0      	0.7     	D+Q       	        	          	          	        
39 	K      	19 	20 	10303.6   	0.8     	(19/2+)           	                         	2527.2    	0.6     	100       	7       	D+Q       	        	          	          	        
39 	K      	19 	20 	10383.4   	0.8     	(19/2)            	                         	3908      	        	          	        	Q         	        	          	          	        
39 	K      	19 	20 	10383.4   	0.8     	(19/2)            	                         	2607.8    	0.7     	100       	3       	D+Q       	        	          	          	        
39 	K      	19 	20 	10882.9   	1       	                  	                         	4409.2    	1.1     	67        	6       	          	        	          	          	        
39 	K      	19 	20 	10882.9   	1       	                  	                         	3315.1    	0.8     	100       	6       	          	        	          	          	        
39 	K      	19 	20 	10997.5   	0.8     	(23/2-)           	                         	2969.9    	0.7     	100       	6       	Q         	        	          	          	        
39 	K      	19 	20 	10997.5   	0.8     	(23/2-)           	                         	1727      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	11590.6   	1.3     	                  	                         	2909      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	11691.2   	0.8     	(21/2+)           	                         	3914.8    	1       	100       	        	Q         	        	          	          	        
39 	K      	19 	20 	12069.5   	0.8     	(23/2)            	                         	1685.9    	0.4     	100.0     	2.5     	Q         	        	          	          	        
39 	K      	19 	20 	12069.5   	0.8     	(23/2)            	                         	1790      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	12069.5   	0.8     	(23/2)            	                         	378.3     	0.1     	13.6      	1.2     	D+Q       	        	          	          	        
39 	K      	19 	20 	12069.5   	0.8     	(23/2)            	                         	1766      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	12209.5   	0.8     	(23/2-)           	                         	4181.2    	1       	74.4      	2.3     	          	        	          	          	        
39 	K      	19 	20 	12209.5   	0.8     	(23/2-)           	                         	2301.8    	0.6     	100.0     	2.3     	D+Q       	        	          	          	        
39 	K      	19 	20 	12209.5   	0.8     	(23/2-)           	                         	1212.3    	0.3     	37.2      	2.3     	          	        	          	          	        
39 	K      	19 	20 	12355.7   	1.2     	                  	                         	3084.5    	0.8     	100       	        	          	        	          	          	        
39 	K      	19 	20 	12616.1   	1.5     	                  	                         	4607.0    	1.2     	100       	        	          	        	          	          	        
39 	K      	19 	20 	12893.6   	1.1     	                  	                         	2010.6    	0.5     	100       	        	          	        	          	          	        
39 	K      	19 	20 	13010.0   	1.1     	                  	                         	2745.5    	0.7     	100       	        	          	        	          	          	        
39 	K      	19 	20 	13266.1   	0.8     	(25/2)            	                         	1057.1    	0.3     	41.7      	1.2     	D         	        	          	          	        
39 	K      	19 	20 	13266.1   	0.8     	(25/2)            	                         	2266      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	13266.1   	0.8     	(25/2)            	                         	1196.3    	0.3     	100       	4       	D+Q       	        	          	          	        
39 	K      	19 	20 	13506.9   	1.2     	(23/2-)           	                         	3599      	        	          	        	D+Q       	        	          	          	        
39 	K      	19 	20 	13776.9   	1.4     	                  	                         	2186.3    	0.5     	100       	        	          	        	          	          	        
39 	K      	19 	20 	14061.1   	0.8     	(27/2)            	                         	1991.7    	0.5     	100       	3       	Q         	        	          	          	        
39 	K      	19 	20 	14061.1   	0.8     	(27/2)            	                         	794.9     	0.2     	84        	3       	D+Q       	        	          	          	        
39 	K      	19 	20 	14866.0   	1.2     	                  	                         	3868.0    	1       	100       	        	          	        	          	          	        
39 	K      	19 	20 	16140.2   	1.5     	                  	                         	3130      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	18531.6   	1.4     	                  	                         	4470.3    	1.1     	100       	        	          	        	          	          	        
39 	K      	19 	20 	18611.9   	1.3     	                  	                         	5105.2    	1.3     	32        	5       	          	        	          	          	        
39 	K      	19 	20 	18611.9   	1.3     	                  	                         	3745.5    	0.9     	100       	5       	          	        	          	          	        


To save this output into a local file, clik on "File" in your browser menu and select "Save as"




